subject_id,source,file,error,modality,rows,columns,samples_per_pixel,photometric_interpretation,bits_allocated,bits_stored,pixel_representation,rescale_slope,rescale_intercept,has_modality_lut,pixel_padding_value,pixel_padding_range_limit,display_window_center,display_window_width,series_uid_hash,study_uid_hash,instance_number,stored_min,stored_max,stored_dtype,pixel_spacing_row,pixel_spacing_col,slice_thickness,spacing_between_slices,has_image_position,position_z,has_image_orientation,orientation,normal,is_axial,projected_position,projected_minus_z,hu_min,hu_max,hu_mean,hu_p01,hu_p99,frac_below_window,frac_in_window,frac_above_window,frac_air,declares_padding,frac_padding,padding_hu_min,padding_hu_max,padding_below_window,frac_body,body_frac_below_window,body_frac_in_window,body_frac_above_window,n_outliers,outlier_coords,outlier_hu_max,outliers_all_outside_body
1,Train_Sets,"i0000,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,1,34,2362,uint16,0.687671,0.687671,3.0,,True,-84.0,True,"1,0,0,0,1,0","0,0,1",True,-84.0,0.0,-1166.0,1162.0,-561.6113319396973,-1016.0,299.0,0.6578750610351562,0.3201789855957031,0.021945953369140625,0.3609619140625,False,,,,,0.5861282348632812,0.4235990888382688,0.5389586723071916,0.03744223885453954,0,,,
1,Train_Sets,"i0001,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,2,0,2435,uint16,0.687671,0.687671,3.0,,True,-85.5,True,"1,0,0,0,1,0","0,0,1",True,-85.5,0.0,-1200.0,1235.0,-558.5542869567871,-1016.0,291.0,0.6558494567871094,0.3171119689941406,0.02703857421875,0.3618125915527344,False,,,,,0.5859375,0.4201953125,0.5336653645833334,0.04613932291666667,0,,,
1,Train_Sets,"i0002,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,3,0,2422,uint16,0.687671,0.687671,3.0,,True,-87.0,True,"1,0,0,0,1,0","0,0,1",True,-87.0,0.0,-1200.0,1222.0,-561.2427177429199,-1018.0,282.0,0.6572799682617188,0.3270225524902344,0.015697479248046875,0.3637275695800781,False,,,,,0.5856361389160156,0.42243080751167594,0.5507650419160897,0.02680415057223442,0,,,
1,Train_Sets,"i0003,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,4,12,2376,uint16,0.687671,0.687671,3.0,,True,-88.5,True,"1,0,0,0,1,0","0,0,1",True,-88.5,0.0,-1188.0,1176.0,-565.8525619506836,-1020.0,277.0,0.6635665893554688,0.3217353820800781,0.014698028564453125,0.3658866882324219,False,,,,,0.585968017578125,0.4332131139003177,0.5417035571064007,0.0250833289932816,0,,,
1,Train_Sets,"i0004,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,5,0,2287,uint16,0.687671,0.687671,3.0,,True,-90.0,True,"1,0,0,0,1,0","0,0,1",True,-90.0,0.0,-1200.0,1087.0,-563.661678314209,-1015.0,281.0,0.6597480773925781,0.3230552673339844,0.0171966552734375,0.3647041320800781,False,,,,,0.5857353210449219,0.42667717376438485,0.5439702501514194,0.029352576084195718,0,,,
1,Train_Sets,"i0005,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,6,0,2253,uint16,0.687671,0.687671,3.0,,True,-91.5,True,"1,0,0,0,1,0","0,0,1",True,-91.5,0.0,-1200.0,1053.0,-561.294548034668,-1016.0,275.0,0.6540641784667969,0.32939910888671875,0.016536712646484375,0.36573028564453125,False,,,,,0.5855789184570312,0.41687621330762314,0.5548838481883445,0.028239938504032416,0,,,
1,Train_Sets,"i0006,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,7,0,2226,uint16,0.687671,0.687671,3.0,,True,-93.0,True,"1,0,0,0,1,0","0,0,1",True,-93.0,0.0,-1200.0,1026.0,-561.1800918579102,-1015.0,289.0,0.6544609069824219,0.3282356262207031,0.017303466796875,0.37053680419921875,False,,,,,0.5858688354492188,0.4175033532575432,0.5529619356434999,0.02953471109895691,0,,,
1,Train_Sets,"i0007,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,8,0,2281,uint16,0.687671,0.687671,3.0,,True,-94.5,True,"1,0,0,0,1,0","0,0,1",True,-94.5,0.0,-1200.0,1081.0,-560.9590377807617,-1014.0,306.570000000007,0.6497840881347656,0.3319549560546875,0.018260955810546875,0.3675727844238281,False,,,,,0.5845489501953125,0.40835704403664935,0.5604035605210264,0.031239395442324257,0,,,
1,Train_Sets,"i0008,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,9,0,2292,uint16,0.687671,0.687671,3.0,,True,-96.0,True,"1,0,0,0,1,0","0,0,1",True,-96.0,0.0,-1200.0,1092.0,-559.8086891174316,-1017.0,297.0,0.6479454040527344,0.33606719970703125,0.015987396240234375,0.3683624267578125,False,,,,,0.5837287902832031,0.4044738957398004,0.5681377065892916,0.027388397670907914,0,,,
1,Train_Sets,"i0009,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,10,0,2222,uint16,0.687671,0.687671,3.0,,True,-97.5,True,"1,0,0,0,1,0","0,0,1",True,-97.5,0.0,-1200.0,1022.0,-558.1872253417969,-1016.0,289.0,0.6470832824707031,0.335968017578125,0.016948699951171875,0.36891937255859375,False,,,,,0.5838775634765625,0.4027832222657781,0.5681889455115641,0.02902783222265778,0,,,
1,Train_Sets,"i0010,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,11,0,2353,uint16,0.687671,0.687671,3.0,,True,-99.0,True,"1,0,0,0,1,0","0,0,1",True,-99.0,0.0,-1200.0,1153.0,-558.6300506591797,-1015.0,282.0,0.6475334167480469,0.3384513854980469,0.01401519775390625,0.36834716796875,False,,,,,0.5836105346679688,0.40345120596117395,0.5725406889339173,0.024008105104908816,0,,,
1,Train_Sets,"i0011,0000b.dcm",,CT,512,512,1,MONOCHROME2,16,16,0,1.0,-1200.0,False,,,45.0,350.0,7b79d4b3503f,2a1cde54b55f,12,0,2432,uint16,0.687671,0.687671,3.0,,True,-100.5,True,"1,0,0,0,1,0","0,0,1",True,-100.5,0.0,-1200.0,1232.0,-558.4444961547852,-1016.0,268.0,0.6465988159179688,0.34136962890625,0.01203155517578125,0.3691215515136719,False,,,,,0.5836563110351562,0.4020339603403877,0.5773519300401302,0.0206141096194821,0,,,
